speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
Barack Obama,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight. I cant think of a more important time for us to talk about the future of the country. You know, we are at a defining moment in our history. Our nation is involved in two wars, and we are going through the worst financial crisis since the Great Depression. And although weve heard a lot about Wall Street, those of you on Main Street I think have been struggling for a while, and you recognize that this could have an impact on all sectors of the economy. And youre wondering, hows it going to affect me? Hows it going to affect my job? Hows it going to affect my house? Hows it going to affect my retirement savings or my ability to send my children to college? So we have to move swiftly, and we have to move wisely. And Ive put forward a series of proposals that make sure that we protect taxpayers as we engage in this important rescue effort. Number one, weve got to make sure that weve got oversight over this whole process; $700 billion, potentially, is a lot of money. Number two, weve got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market — and when the market returns. Number three, weve got to make sure that none of that money is going to pad CEO bank accounts or to promote golden parachutes. And, number four, weve got to make sure that were helping homeowners, because the root problem here has to do with the foreclosures that are taking place all across the country. Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down. It hasnt worked. And I think that the fundamentals of the economy have to be measured by whether or not the middle class is getting a fair shake. Thats why Im running for president, and thats what I hope were going to be talking about tonight.",Pres,2008,2008-09-26,1,What proposals need to be implemented to address the current economic crisis and protect taxpayers?,"Let me begin with something General Eisenhower said in his 1952 presidential campaign. Quote, “We must achieve both security and solvency. In fact, the foundation of military strength is economic strength, ” end quote. With that in mind, the first lead question. Gentlemen, at this very moment tonight, where do you stand on the financial recovery plan? First response to you, Senator Obama. You have two minutes.",0.83312225,0.9048025,0.74762726,0.36599076
John McCain,"Well, thank you, Jim. And thanks to everybody. And I do have a sad note tonight. Senator Kennedy is in the hospital. Hes a dear and beloved friend to all of us. Our thoughts and prayers go out to the lion of the Senate. I also want to thank the University of Mississippi for hosting us tonight. And, Jim, I — Ive been not feeling too great about a lot of things lately. So have a lot of Americans who are facing challenges. But Im feeling a little better tonight, and Ill tell you why. Because as were here tonight in this debate, we are seeing, for the first time in a long time, Republicans and Democrats together, sitting down, trying to work out a solution to this fiscal crisis that were in. And have no doubt about the magnitude of this crisis. And were not talking about failure of institutions on Wall Street. Were talking about failures on Main Street, and people who will lose their jobs, and their credits, and their homes, if we dont fix the greatest fiscal crisis, probably in — certainly in our time, and Ive been around a little while. But the point is — the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package. This package has transparency in it. It has to have accountability and oversight. It has to have options for loans to failing businesses, rather than the government taking over those loans. We have to — it has to have a package with a number of other essential elements to it. And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives. And they werent part of the negotiations, and I understand that. And it was the House Republicans that decided that they would be part of the solution to this problem. But I want to emphasize one point to all Americans tonight. This isnt the beginning of the end of this crisis. This is the end of the beginning, if we come out with a package that will keep these institutions stable. And weve got a lot of work to do. And weve got to create jobs. And one of the areas, of course, is to eliminate our dependence on foreign oil.",Pres,2008,2008-09-26,1,What progress is being made in the bipartisan effort to address the current fiscal crisis?,"Let me begin with something General Eisenhower said in his 1952 presidential campaign. Quote, “We must achieve both security and solvency. In fact, the foundation of military strength is economic strength, ” end quote. With that in mind, the first lead question. Gentlemen, at this very moment tonight, where do you stand on the financial recovery plan? First response to you, Senator Obama. You have two minutes.",0.8323279,0.913049,0.7830241,0.37988886
Barack Obama,"We havent seen the language yet. And I do think that theres constructive work being done out there. So, for the viewers who are watching, I am optimistic about the capacity of us to come together with a plan. The question, I think, that we have to ask ourselves is, how did we get into this situation in the first place? Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time. Last year, I wrote to the secretary of the Treasury to make sure that he understood the magnitude of this problem and to call on him to bring all the stakeholders together to try to deal with it. So — so the question, I think, that weve got to ask ourselves is, yes, weve got to solve this problem short term. And we are going to have to intervene; theres no doubt about that. But were also going to have to look at, how is it that we shredded so many regulations? We did not set up a 21st- century regulatory framework to deal with these problems. And that in part has to do with an economic philosophy that says that regulation is always bad.",Pres,2008,2008-09-26,1,"What are the primary factors that led to the current economic situation, and how should we address both the immediate problem and the underlying regulatory issues?","All right, lets go back to my question. How do you all stand on the recovery plan? And talk to each other about it. Weve got five minutes. We can negotiate a deal right here. But, I mean, are you — do you favor this plan, Senator Obama, and you, Senator McCain? Do you — are you in favor of this plan?",0.84181684,0.9238473,0.7246255,0.18391326
John McCain,"Well, the first thing we have to do is get spending under control in Washington. Its completely out of control. Its gone — we have now presided over the largest increase in the size of government since the Great Society. We Republicans came to power to change government, and government changed us. And the — the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because its a gateway. Its a gateway to out- of- control spending and corruption. And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork- barrel spending. You know, we spent $3 million to study the DNA of bears in Montana. I dont know if that was a criminal issue or a paternal issue, but the fact is that it was $3 million of our taxpayers money. And it has got to be brought under control. As president of the United States, I want to assure you, Ive got a pen. This ones kind of old. Ive got a pen, and Im going to veto every single spending bill that comes across my desk. I will make them famous. You will know their names. Now, Senator Obama, you wanted to know one of the differences. He has asked for $932 million of earmark pork- barrel spending, nearly a million dollars for every day that hes been in the United States Senate. I suggest that people go up on the Web site of Citizens Against Government Waste, and theyll look at those projects. That kind of thing is not the way to rein in runaway spending in Washington, D. C. Thats one of the fundamental differences that Senator Obama and I have.",Pres,2008,2008-09-26,1,What is the plan to control government spending and address the issues of earmarking and pork-barrel spending?,"All right, lets go to the next lead question, which is essentially following up on this same subject. And you get two minutes to begin with, Senator McCain. And using your word “fundamental, ” are there fundamental differences between your approach and Senator Obamas approach to what you would do as president to lead this country out of the financial crisis?",0.8829878,0.9218998,0.770512,0.29689816
Barack Obama,"Well, Senator McCain is absolutely right that the earmarks process has been abused, which is why I suspended any requests for my home state, whether it was for senior centers or what have you, until we cleaned it up. And hes also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasnt the case with me. But lets be clear; Earmarks account for $18 billion in last years budget. Senator McCain is proposing — and this is a fundamental difference between us — $300 billion in tax cuts to some of the wealthiest corporations and individuals in the country, $300 billion. Now, $18 billion is important; $300 billion is really important. And in his tax plan, you would have CEOs of Fortune 500 companies getting an average of $700, 000 in reduced taxes, while leaving 100 million Americans out. So my attitude is, weve got to grow the economy from the bottom up. What Ive called for is a tax cut for 95 percent of working families, 95 percent. And that means that the ordinary American out there whos collecting a paycheck every day, theyve got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them. And over time, that, I think, is going to be a better recipe for economic growth than the — the policies of President Bush that John McCain wants to — wants to follow.",Pres,2008,2008-09-26,1,What is the difference between the speaker's tax policy approach and Senator McCain's proposed tax cuts?,"All right, lets go to the next lead question, which is essentially following up on this same subject. And you get two minutes to begin with, Senator McCain. And using your word “fundamental, ” are there fundamental differences between your approach and Senator Obamas approach to what you would do as president to lead this country out of the financial crisis?",0.8796658,0.93339217,0.81656027,0.4441879
Barack Obama,"Well, there are a range of things that are probably going to have to be delayed. We dont yet know what our tax revenues are going to be. The economy is slowing down, so its hard to anticipate right now what the budget is going to look like next year. But theres no doubt that were not going to be able to do everything that I think needs to be done. There are some things that I think have to be done. We have to have energy independence, so Ive put forward a plan to make sure that, in 10 years time, we have freed ourselves from dependence on Middle Eastern oil by increasing production at home, but most importantly by starting to invest in alternative energy, solar, wind, biodiesel, making sure that were developing the fuel- efficient cars of the future right here in the United States, in Ohio and Michigan, instead of Japan and South Korea. We have to fix our health care system, which is putting an enormous burden on families. Just — a report just came out that the average deductible went up 30 percent on American families. They are getting crushed, and many of them are going bankrupt as a consequence of health care. Im meeting folks all over the country. We have to do that now, because it will actually make our businesses and our families better off. The third thing we have to do is weve got to make sure that were competing in education. Weve got to invest in science and technology. China had a space launch and a space walk. Weve got to make sure that our children are keeping pace in math and in science. And one of the things I think we have to do is make sure that college is affordable for every young person in America. And I also think that were going to have to rebuild our infrastructure, which is falling behind, our roads, our bridges, but also broadband lines that reach into rural communities. Also, making sure that we have a new electricity grid to get the alternative energy to population centers that are using them. So there are some — some things that weve got to do structurally to make sure that we can compete in this global economy. We cant shortchange those things. Weve got to eliminate programs that dont work, and weve got to make sure that the programs that we do have are more efficient and cost less.",Pres,2008,2008-09-26,1,What priorities should the government focus on to address economic challenges and improve competitiveness?,"All right. All right, speaking of things that both of you want, another lead question, and it has to do with the rescue — the financial rescue thing that we started — started asking about. And what — and the first answer is to you, Senator Obama. As president, as a result of whatever financial rescue plan comes about and the billion, $700 billion, whatever it is its going to cost, what are you going to have to give up, in terms of the priorities that you would bring as president of the United States, as a result of having to pay for the financial rescue plan?",0.8344878,0.91351813,0.70551133,0.34303623
John McCain,"Look, we, no matter what, weve got to cut spending. We have — as I said, weve let government get completely out of control. Senator Obama has the most liberal voting record in the United States Senate. Its hard to reach across the aisle from that far to the left. The point — the point is — the point is, we need to examine every agency of government. First of all, by the way, Id eliminate ethanol subsidies. I oppose ethanol subsidies. I think that we have to return — particularly in defense spending, which is the largest part of our appropriations — we have to do away with cost- plus contracts. We now have defense systems that the costs are completely out of control. We tried to build a little ship called the Littoral Combat Ship that was supposed to cost $140 million, ended up costing $400 million, and we still havent done it. So we need to have fixed- cost contracts. We need very badly to understand that defense spending is very important and vital, particularly in the new challenges we face in the world, but we have to get a lot of the cost overruns under control. I know how to do that.",Pres,2008,2008-09-26,1,What actions should be taken to cut government spending and manage defense costs effectively?,"Are you — what priorities would you adjust, as president, Senator McCain, because of the — because of the financial bailout cost?",0.8622904,0.90957934,0.73161113,0.42629647
John McCain,"How about a spending freeze on everything but defense, veteran affairs and entitlement programs.",Pres,2008,2008-09-26,1,"What would be the implications of implementing a spending freeze while exempting defense, veteran affairs, and entitlement programs?","What Im trying to get at this is this. Excuse me if I may, senator. Trying to get at that you all — one of you is going to be the president of the United States come January. At the — in the middle of a huge financial crisis that is yet to be resolved. And what Im trying to get at is how this is going to affect you not in very specific — small ways but in major ways and the approach to take as to the presidency.",0.7539132,0.9090713,0.63834065,0.25029927
John McCain,"I think the lessons of Iraq are very clear that you cannot have a failed strategy that will then cause you to nearly lose a conflict. Our initial military success, we went in to Baghdad and everybody celebrated. And then the war was very badly mishandled. I went to Iraq in 2003 and came back and said, weve got to change this strategy. This strategy requires additional troops, it requires a fundamental change in strategy and I fought for it. And finally, we came up with a great general and a strategy that has succeeded. This strategy has succeeded. And we are winning in Iraq. And we will come home with victory and with honor. And that withdrawal is the result of every counterinsurgency that succeeds.",Pres,2008,2008-09-26,1,What lessons should be learned from the military strategy and execution in Iraq?,"All right. Lets go another subject. Lead question, two minutes to you, senator McCain. Much has been said about the lessons of Vietnam. What do you see as the lessons of Iraq?",0.8922098,0.9124333,0.7190018,0.5489241
Barack Obama,"Well, this is an area where Senator McCain and I have a fundamental difference because I think the first question is whether we should have gone into the war in the first place. Now six years ago, I stood up and opposed this war at a time when it was politically risky to do so because I said that not only did we not know how much it was going to cost, what our exit strategy might be, how it would affect our relationships around the world, and whether our intelligence was sound, but also because we hadnt finished the job in Afghanistan. We hadnt caught bin Laden. We hadnt put al Qaeda to rest, and as a consequence, I thought that it was going to be a distraction. Now Senator McCain and President Bush had a very different judgment. And I wish I had been wrong for the sake of the country and they had been right, but thats not the case. Weve spent over $600 billion so far, soon to be $1 trillion. We have lost over 4, 000 lives. We have seen 30, 000 wounded, and most importantly, from a strategic national security perspective, al Qaeda is resurgent, stronger now than at any time since 2001. We took our eye off the ball. And not to mention that we are still spending $10 billion a month, when they have a $79 billion surplus, at a time when we are in great distress here at home, and we just talked about the fact that our budget is way overstretched and we are borrowing money from overseas to try to finance just some of the basic functions of our government. So I think the lesson to be drawn is that we should never hesitate to use military force, and I will not, as president, in order to keep the American people safe. But we have to use our military wisely. And we did not use our military wisely in Iraq.",Pres,2008,2008-09-26,1,What are the key reasons for opposing the war in Iraq and how does this reflect on the use of military force in foreign policy?,"All right. Lets go another subject. Lead question, two minutes to you, senator McCain. Much has been said about the lessons of Vietnam. What do you see as the lessons of Iraq?",0.8640972,0.92613643,0.76190954,0.3652889
