speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
Walter Mondale,"One of the key tests of leadership is whether one sees clearly the nature of the problems confronted by our nation. And perhaps the dominant domestic issue of our times is what do we do about these enormous deficits. I respect the President; I respect the Presidency, and I think he knows that. But the fact of it is, every estimate by this administration about the size of the deficit has been off by billions and billions of dollars. As a matter of fact, over 4 years, theyve missed the mark by nearly $600 billion. We were told we would have a balanced budget in 1983. It was $200 billion deficit instead. And now we have a major question facing the American people as to whether well deal with this deficit and get it down for the sake of a healthy recovery. Virtually every economic analysis that Ive heard of, including the distinguished Congressional Budget Office, which is respected by, I think, almost everyone, says that even with historically high levels of economic growth, we will suffer a $263 billion deficit. In other words, it doesnt converge as the President suggests. It gets larger even with growth. What that means is that we will continue to have devastating problems with foreign trade. This is the worst trade year in American history by far. Our rural and farm friends will have continued devastation. Real interest rates — the real cost of interest — will remain very, very high, and many economists are predicting that were moving into a period of very slow growth because the economy is tapering off and may be a recession. I get it down to a level below 2 percent of gross national product with a policy thats fair. Ive stood up and told the American people that I think its a real problem, that it can destroy long- term economic growth, and Ive told you what I think should be done. I think this is a test of leadership, and I think the American people know the difference.",Pres,1984,1984-10-07,1,What is the significance of addressing the enormous deficits facing the nation for long-term economic growth and recovery?,"Mr. Mondale, the Carter- Mondale administration didnt come close to balancing the budget in its 4 years in office either, despite the fact that President Carter did promise a balanced budget during his term. You have proposed a plan combining tax increases and budgetary cuts and other changes in the administration of the Government that would reduce the projected budget deficit by two- thirds, to approximately $87 billion in 1989. That still is an enormous deficit that will be running for these 4 years. What other steps do you think should be taken to reduce this deficit and position the country for economic growth?",0.7430043,0.92475986,0.8245078,0.54143465
Walter Mondale,"Absolutely, and I proposed over a hundred billion dollars in cuts in Federal spending over 4 years, but I am not going to cut it out of Social Security and Medicare and student assistance and things — [applause] — that people need. These people depend upon all of us for the little security that they have, and Im not going to do it that way. The rate of defense spending increase can be slowed. Certainly we can find a coffeepot that costs something less than $7, 000. And there are other ways of squeezing this budget without constantly picking on our senior citizens and the most vulnerable in American life. And thats why the Congress, including the Republicans, have not gone along with the Presidents recommendations.",Pres,1984,1984-10-07,1,"What areas of federal spending can be cut without affecting essential programs like Social Security, Medicare, and student assistance?","Mr. Mondale, one other way to attack the deficit is further reductions in spending. The President has submitted a number of proposals to Congress to do just that, and in many instances the House, controlled by the Democrats, has opposed them. Isnt it one aspect of leadership for prominent Democrats such as yourself to encourage responsible reductions in spending, and thereby reduce the deficit?",0.82390183,0.9267415,0.7651385,0.48032105
Walter Mondale,"Well, first of all, I think the first answer this evening suggests exactly what Im saying. There is no question that we face this massive deficit, and almost everybody agrees unless we get it down, the chances for long- term, healthy growth are nil. And its also unfair to dump these tremendous bills on our children. The President says it will disappear overnight because of some reason. No one else believes thats the case. I do, and Im standing up to the issue with an answer thats fair. I think thats what leadership is all about. Theres a difference between being a quarterback and a cheerleader, and when theres a real problem, a President must confront it. What I was referring to, of course, in the comment that you referred to was the situation in Lebanon. Now, for three occasions, one after another, our Embassies were assaulted in the same way by a truck with demolitions. The first time — and I did not criticize the President, because these things can happen — once, and sometimes twice — the second time the barracks in Lebanon were assaulted, as we all remember. There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves. Now, I believe that a President must command that White House and those who work for him. Its the toughest job on Earth, and you must master the facts and insist that things that must be done are done. I believe that the way in which I will approach the Presidency is whats needed, because all my life that has been the way in which I have sought to lead. And thats why in this campaign Im telling you exactly what I want to do. I am answering your questions. I am trying to provide leadership now, before the election, so that the American people can participate in that decision.",Pres,1984,1984-10-07,1,How will your approach to leadership as President address the challenges of the national deficit and security threats?,"Mr. President, Mr. Mondale, the public opinion polls do suggest that the American people are most concerned about the personal leadership characteristics of the two candidates, and each of you has questioned the others leadership ability. Mr. President, you have said that Mr. Mondales leadership would take the country down the path of defeatism and despair, and Vice President Bush has called him whining and hoping for bad news. And, Mr. Mondale, you have said that President Reagan offers showmanship, not leadership, that he has not mastered what he must know to command his government. Id like to ask each of you to substantiate your claims — Mr. Mondale first. Give us specifics to support your claim that President Reagan is a showman, not a leader; has not mastered what he must know to be President after 4 years, and then, second, tell us what personal leadership characteristics you have that he does not.",0.77870977,0.9196763,0.780097,0.42205292
Walter Mondale,"Well, I think were getting better all the time. And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other. And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is. He must stand for the values of decency that the American people stand for, and he must use the power of the White House to try to control these nuclear weapons and lead this world toward a safer world.",Pres,1984,1984-10-07,1,What is the importance of contrasting leadership styles and values in the presidential debate?,"You have said, Mr. Mondale, that the polls have given you lower ratings on leadership than President Reagan because your message has failed to get through. Given that you have been in public office for so many years, what accounts for the failure of your message to get through?",0.8737066,0.9122132,0.7664695,0.40356195
Ronald Reagan,"Well, whether he does or not, let me suggest my own idea about the leadership factor, since youve asked it. And, incidentally, I might say that with regard to the 25- percent cut in Social Security — before I get to the answer to your question — the only 25- percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916. Now, leadership. First of all, I think you must have some principles you believe in. In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society — that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society. Now, having that, I think also that in leadership — well, I believe that you find people, positions such as Im in who have the talent and ability to do the things that are needed in the various departments of government. I dont believe that a leader should be spending his time in the Oval Office deciding whos going to play tennis on the White House court. And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job. You are ultimately responsible, however, for that job. But I also believe something else about that. I believe that — and when I became Governor of California, I started this, and I continue it in this office — that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue. I dont want to hear them. I want to hear only arguments as to whether it is good or bad for the people — is it morally right? And on that basis and that basis alone, we make a decision on every issue. Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they werent to be abhorred — that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment.",Pres,1984,1984-10-07,1,What are the key principles that should guide effective leadership in government?,"Mr. President, the issue is leadership in personal terms. First, do you think, as Vice President Bush said, that Mr. Mondales campaign is one of whining and hoping for bad news? And second, what leadership characteristics do you possess that Mr. Mondale does not? THE",0.8701836,0.9024026,0.7225769,0.34231424
Ronald Reagan,"Our policy was not to cut subsidies. We have believed in partnership, and that was an example of a partnership between, not only local government and the Federal Government but also between the private sector that built that particular structure. And this is what weve been trying to do, is involve the Federal Government in such partnerships. We are today subsidizing housing for more than 10 million people, and were going to continue along that line. We have no thought of throwing people out into the snow, whether because of age or need. We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need. The safety net is there, and were taking care of more people than has ever been taken care of before by any administration in this country.",Pres,1984,1984-10-07,1,What is the government's commitment to maintaining subsidies and support for people in need?,"As a followup, let me draw in another specific, if I could — a specific that the Democrats have claimed about your campaign — that it is essentially based on imagery. And one specific that they allege is that, for instance, recently you showed up at the opening ceremony of a Buffalo old- age housing project, when in fact, your policy was to cut Federal housing subsidies for the elderly. Yet you were there to have your picture taken with them. THE",0.8100381,0.9176641,0.7189316,0.26904035
Ronald Reagan,"Well, I was raised to have a faith and a belief and have been a member of a church since I was a small boy. In our particular church, we did not use that term, “born again, ” so I dont know whether I would fit that — that particular term. But I have — thanks to my mother, God rest her soul — the firmest possible belief and faith in God. And I dont believe — I believe, I should say, as Lincoln once said, that I could not — I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others. And I do resort to prayer. At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign — or religion a part of that campaign. As a matter of fact, I think religion became a part of this campaign when Mr. Mondales running mate said I wasnt a good Christian. So, it does play a part in my life. I have no hesitancy in saying so. And, as I say, I dont believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.",Pres,1984,1984-10-07,1,How does the speaker view the role of faith and prayer in relation to their responsibilities in office and political campaigns?,"Mr. President, would you describe your religious beliefs, noting particularly whether you consider yourself a born- again Christian, and explain how these beliefs affect your Presidential decisions? THE",0.79852605,0.91965115,0.75176144,0.4887795
Ronald Reagan,"The answer to your question is very simple about why I dont go to church. I have gone to church regularly all my life, and I started to here in Washington. And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut — were supposed to talk about that on the debate the 21st, I understand — but I pose a threat to several hundred people if I go to church. I know the threats that are made against me. We all know the possibility of terrorism. We have seen the barricades that have had to be built around the White House. And, therefore, I dont feel — and my minister knows this and supports me in this position — I dont feel that I have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in Beirut, for example. And I miss going to church, but I think the Lord understands. [Applause]",Pres,1984,1984-10-07,1,Why do you choose not to attend church despite your lifelong commitment to it?,"Given those beliefs, Mr. President, why dont you attend services regularly, either by going to church or by inviting a minister to the White House, as President Nixon used to do, or someone to Camp David, as President Carter used to do? THE",0.8276466,0.9144653,0.73819745,0.46658742
Walter Mondale,"First of all, I accept President Reagans affirmation of faith. Im sure that we all accept and admire his commitment to his faith, and we are strengthened, all of us, by that fact. I am a son of a Methodist minister. My wife is the daughter of a Presbyterian minister. And I dont know if Ive been born again, but I know I was born into a Christian family. And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency. Whether that helps or not, I dont know. I have a deep religious faith. Our family does. It is fundamental. Its probably the reason that Im in politics. I think our faith tells us, instructs us, about the moral life that we should lead. And I think were all together on that. What bothers me is this growing tendency to try to use ones own personal interpretation of faith politically, to question others faith, and to try to use the instrumentalities of government to impose those views on others. All history tells us that thats a mistake. When the Republican platform says that from here on out, were going to have a religious test for judges before theyre selected for the Federal court, and then Jerry Falwell announces that that means they get at least two Justices of the Supreme Court, I think thats an abuse of faith in our country. This nation is the most religious nation on Earth — more people go to church and synagogues than any other nation on Earth — and its because we kept the politicians and the state out of the personal exercise of our faith. Thats why faith in the United States is pure and unpolluted by the intervention of politicians. And I think if we want to continue — as I do — to have a religious nation, lets keep that line and never cross it.",Pres,1984,1984-10-07,1,What concerns does the speaker have about the intersection of faith and politics in the United States?,"Mr. Mondale, would you describe your religious beliefs and mention whether you consider yourself a born- again Christian, and explain how those beliefs would affect your decisions as President?",0.8457251,0.9199575,0.7577653,0.48485368
Walter Mondale,"No. What I object to — [applause] — what I object to — what I object to is someone seeking to use his faith to question the faith of another or to use that faith and seek to use the power of government to impose it on others. A minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, I admire. The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in. Its when you try to use that to undermine the integrity of private political — or private religious faith and the use of the state is where — for the most personal decisions in American life — thats where I draw the line.",Pres,1984,1984-10-07,1,What are the dangers of using faith to impose beliefs on others through government?,"Yes, Mr. Mondale, youve complained, just now, about Jerry Falwell, and youve complained other times about other fundamentalists in politics. Correct me if Im wrong, but I dont recall your ever complaining about ministers who are involved in the civil rights movement or in the anti- Vietnam war demonstrations or about black preachers whove been so involved in American politics. Is it only conservative ministers that you object to?",0.72198665,0.9082421,0.7047636,0.22418836
