speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
George H. W. Bush,"I think weve seen a deterioration of values. I think for a while as a nation we condoned those things we should have condemned. For a while, as I recall, it even seems to me that there was talk of legalizing or decriminalizing marijuana and other drugs, and I think thats all wrong. So weve seen a deterioration in values, and one of the things that I think we should do about it in terms of cause is to instill values into the young people in our schools. We got away, we got into this feeling that value- free education was the thing. And I dont believe that at all I do believe there are fundamental rights and wrongs as far as use. And, of course, as far as the how we make it better, yes, we can do better on interdiction. But weve got to do a lot better on education, and we have to do, be tougher on those who commit crimes. Weve got to get after the users more. We have to change this whole culture. You know, I saw a movie – “Crocodile Dundee. ” And I saw the cocaine scene treated with humor, as though this was a humorous little incident. And its bad. Everybody ought to be in this thing. Entertainment industry, people involved in the schools, education. And it isnt a Republican or a Democrat or a liberal problem. But we have got to instill values in these young people. And I have put forward a many- point drug program that includes what I would do as president of the United States; in terms of doing better on interdiction; and in terms of better in the neighborhoods. But I think were all in this together, and my plea to the American people is values in the schools.",Pres,1988,1988-09-25,1,What actions should be taken to address the deterioration of values and substance abuse in society?,"Our questions this evening will be about equally divided between foreign and domestic policy matters. The first question by agreement between the two candidates goes to Vice President Bush. It is a domestic question. You have two minutes for an answer, sir. The polls say the number one domestic issue to a majority of voters is drugs. What is there about these times that drives or draws so many Americans to use drugs?",0.83660555,0.90746033,0.7082939,0.32742733
Michael Dukakis,"Im saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention. And Mr. Bush is right – the two go hand in hand. But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we dont understand that that sends out a very, very bad message to our young people, its a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you. Now, Ive outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together. But we also have to take demand seriously. You know, we have five percent of the worlds population in this country. Were consuming 50 percent of the worlds cocaine. Doing better in the neighborhoods. But I think were all in this together, and my plea to the American people is values in the schools.",Pres,1988,1988-09-25,1,What responsibilities do elected leaders have in addressing drug trafficking and its impact on youth?,"Governor, a follow- up question. You have two minutes to answer it. Are you suggesting, sir, that President Reagan is one of the causes of the drug problem in this country?",0.824932,0.9099935,0.69808656,0.51586497
Michael Dukakis,"Im saying that those of us who are elected to positions of political leadership, Jim, have a special responsibility, not only to come up with programs, and I have outlined in detail the very important, very strong program of enforcement as well as drug education prevention. And Mr. Bush is right – the two go hand in hand. But if our government itself is doing business with people who we know are engaged in drug profiteering and drug trafficking, if we dont understand that that sends out a very, very bad message to our young people, its a little difficult for me to understand just how we can reach out to that youngster that I talked about and to young people like her all over the country, and say to them we want to help you. Now, Ive outlined in great detail a program for being tough on enforcement at home and abroad, doubling the number of drug enforcement agents, having a hemispheric summit soon after the 20th of January when we bring our democratic neighbors and allies together here in this hemisphere and go to work together. But we also have to take demand seriously. You know, we have five percent of the worlds population in this country. Were consuming 50 percent of the worlds cocaine. And in my state Im proud to say weve organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country. Were helping youngsters; were reaching out to them. And were beginning with drug education and prevention beginning in the early elementary grades in every elementary school in our state, and thats the kind of effort we need in every elementary school in the United States of America. And weve got to begin early, in the first, second and third grade, before our youngsters begin to experiment with these very, very dangerous substances. I guess the question I would ask of Mr. Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country. If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or dont pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country.",Pres,1988,1988-09-25,1,What responsibility do elected leaders have in addressing drug trafficking and promoting drug education and prevention?,"Governor, a follow- up question. You have two minutes to answer it. Are you suggesting, sir, that President Reagan is one of the causes of the drug problem in this country?",0.8072771,0.90961516,0.68898207,0.5772511
Michael Dukakis,"Yes, Ive been very specific about those, John. And let me lay out for you my own strategy for bring that deficit down, because as a chief executive thats balanced ten budgets in a row, Ive had to make those tough decisions and those tough choices. First, Ive suggested that there are certain weapons systems which we dont need and we cant afford. Mr. Bush has been critical of me for that, but I think those are the kinds of tough choices you have to make. Ive also suggested that there are weapons systems that we should proceed on, and Ive outlined those in detail. Secondly, weve got to invest in economic growth in this country, in every part of this country. Building that kind of growth expands revenues and helps to bring down that deficit. Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down. And, finally, weve got to go out there and collect billions and billions of dollars in taxes owed that arent being paid to this country. Its very unfair to the average taxpayer who pays his taxes and pays them on time to permit these monies to go uncollected. Ive also suggested that on the domestic side there are areas where we can make some cuts. We ought to be able to come up with an agricultural policy in this country that gives our farm families a fair price and a decent future without spending $20- 25 billion a year, which is what weve been doing under this administration. We can help people to live better lives, and at the same time save money by helping hundreds of thousands of families on welfare to get off or welfare, and to become productive citizens again. The thing I dont understand about Mr. Bushs approach to this is how he could possibly be serious about bringing that deficit down given what he says he wants to do. He seems to want to spend a great deal of money on just about every weapon system; he says hes against new taxes, although hes broken that pledge at least times in the last year that I know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break. He also wants to spend a lot of money on additional programs. If he keeps this up, hes going to be the Joe Isuzu of American politics. (Laughter)",Pres,1988,1988-09-25,1,What is your strategy for reducing the federal deficit while balancing the budget?,"Governor Dukakis, another troublesome issue for voters this year is the bulging federal deficit. In a Dukakis administration, you say taxes will be raised only as a last resort. Would you identify for us then please three specific programs that you are willing to cut to bring that deficit down?",0.8665308,0.9283837,0.8059192,0.60445076
George H. W. Bush,"I think its the Republican Party and my concern to bring it down. And presidential leadership that I want to provide in this area will bring it down, but weve got to get the Democrats – Congress under control. They do all the spending, they appropriate every dime and tell us how to spend every dime. Id like to ask the Governor to join in getting for the president what 43 governors have, the line- item veto. He has to operate in Massachusetts under a balanced budget proviso. I would like a balanced budget amendment. But the dynamics of the economy – we cut the taxes and revenues are up by 25 percent in three years. So the problem is – its not that the working is being taxed too little or the person working out – the woman working in some factory being taxed too little. It is that we are continuing to spend too much. So, my formula says grow at the rate of inflation. Permit the president to set the priorities on where we do the spending. And remember the Federal deficit has come down $70 billion in one year, in 1987. And if we – and the – actually this year Congress is doing a little better in controlling the growth of spending. Spending was only up something like 4 percent. So, it isnt that were taking too little – from taxpayer – were spending too much still. And the formula Ive given you works, weve put it through a good economic model, weve got good economists on the West Coast, Michael Boskin and Marty Feldstein up there whos a very respected economist in the – Massachusetts. And they agree, that if we can do what Ive said, we can get it down without going and socking the American taxpayer once again. Capital gains, one more point on that, please lets learn from history. A capital gains differential will increase jobs, increase risk taking, increase revenues to the Federal Government.",Pres,1988,1988-09-25,1,What strategies can be implemented to control government spending and achieve a balanced budget?,"Mr. Vice President, you have vowed not to raise taxes of any kind during your administration and at the same time youve proposed this capital gains cut, youve proposed more incentive breaks for the oil industry. Youve suggested new spending programs and even some Republicans say the flexible freeze you just spoke about will hardly make a dent in the deficit. Is the deficit no longer really a concern of yours, the Republican Party or the taxpayers?",0.74595606,0.90684617,0.7350749,0.28837186
George H. W. Bush,"One thing I will not do is sock every business in the country and, thus, throw some people out of work. I want to keep this economic recovery going. More Americans at work today than any time in history, a greater percentage of the work force. What I will do is permit people to buy into Medicaid. I believe thats the answer. I am proud to have been part of an administration that past the first catastrophic health bill. And in that there are some Medicaid provisions that will be very helpful to the very kind of people were talking about here. But weve got to keep going forward without killing off the engine and throwing people out of work. So, the answer lies, it seems to me, in full enforcement of the catastrophic program. It lies to me in flexibility in Medicaid so people at the lowest end can buy in there and get their needs covered and then it also – I do not want to see us mandate across the board that every company has to do this, because I really think that marginal operators are going to go say, “We cant make it. ” And I think then youre going to see that people are put out of work. All these programs – and this cost on his – is – was – I saw an estimate, Id love to know what he thinks, $35 – $40 billion – and it seems to me that somebody pays that. There isnt any such thing as something free out there. It either gets passed along as increased prices or it gets passed along by people being put out of work so the business can continue to compete. So, I think we ought to do it in the Medicaid system. I think we ought to do it by full enforcement of the catastrophic health insurance. I think we ought to do it by everybody doing what they can do out of conscience. Its a terrible problems in terms of flexibility on private insurance. But I just dont want to mandate it and risk putting this – setting the recovery back.",Pres,1988,1988-09-25,1,What approach should be taken to provide healthcare coverage without jeopardizing economic recovery and employment?,"Mr. Vice President, youve said you want a kinder, gentler presidency, one that helps the less fortunate. Today, 37 million Americans including many working families with aging parents and young children cannot afford any health insurance, but earn too much to qualify for Medicaid. What will you do to provide protection for them and how will you pay for it?",0.7657341,0.9159814,0.7980261,0.5470467
Michael Dukakis,"Well, Anne, let me just say before I answer your question that I didnt know that the Vice President attacked our program in Massachusetts. I hope he hasnt. Because has won the support of a great many people all over the state and I think its a model for what I hope we can do across the country. But when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine. The last time the Vice President used that phrase, I suspect he remembers it, dont you? It was in 1964 and thats what he called Medicare. Well, he was wrong then and hes wrong now. (Applause)",Pres,1988,1988-09-25,1,"How does the speaker defend their healthcare program against criticisms of it being ""socialized medicine""?","Yes. Since your Massachusetts health plan has been attacked by the Vice President and you have defended it in this way, I would like to move on to perhaps one of the most costly medical catastrophes facing Americans today and that is AIDS. In – at the end of September, the thousands of AIDS patients will lose their access to AZT, which is the only Federally approved drug for treatment of the disease. Now, Id like to now, sir, if – what your position is on extending that and what it is you think the government ought to be doing about making AZT and other drugs available to people who are suffering from this disease.",0.8235437,0.92395437,0.7845827,0.34056306
George H. W. Bush,"Nothings wrong with it. But just take a look at the positions of the ACLU. But, Peter, please understand, the liberals do not like me talking about liberal They dont like it when I say that he says hes a card carrying member. Now, if that quote was wrong, he can repudiate it, right here. Ive seen it authoritatively written twice, and if Ive done him an injustice, and he didnt say it, Im very, very sorry. But I dont agree with a lot of – most of the positions of the ACLU. I simply dont want to see the ratings on movies. I dont want my ten year old grandchild to go into an X- rated movie. I like those ratings systems. I dont think theyre right to try to take the tax exemption away from the Catholic Church. I dont want to see the kiddie pornographic laws repealed; I dont want to see “under God” come out from our currency. Now, these are all positions of the ACLU. And I dont agree with them. He has every right to exercise his passion, as what he said, a strong, progressive liberal. I dont agree with that. I come from a different point. And I think Im more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance. You see, Id have found a way to sign that bill. Governor Thompson of Illinois did. Im not questioning his patriotism. He goes out and says the man is questioning my patriotism. And then all the liberal columnists join in. I am not. I am questioning his judgment on these matters, or where hes coming from He has every right to do it. But I believe thats not what the American people want, and when he said, when he said at the convention, ideology doesnt matter, just competence, he was moving away from his own record, from what his passion has been over the years. And thats all Im trying to do, is put it in focus. And I hope people dont think that Im questioning his patriotism when I say he used his words to describe his participation in that organization.",Pres,1988,1988-09-25,1,What are the speaker's concerns regarding the positions of the ACLU and how do they differ from their own views?,"Id actually like to follow up if I may on this mention youve made of his card carrying membership in the American Civil Liberties Union. Youve used the phrase “card carrying” so many times since Governor Dukakis first acknowledged that he was a card carrying member of the ACLU that some people have come to believe that youve used it to brand him in some way, to identify him as people were identified in the 1950s as less than patriotic. Id like to know why you keep repeating the phrase, and whats the important issue here? What is so wrong with the governor being a member of an organization which has come to the defense of, among other people, Colonel Oliver North?",0.8458898,0.9290377,0.7694937,0.4122585
George H. W. Bush,"I want to see the McKinney Act fully funded. I believe that that would help in terms of shelter. I want to see – when I talked at our convention about a thousand points of light, I was talking about the enormous numbers of shelters and organizations that help. The governors wife has been very active in the homeless. My campaign chairman, Secretary Jim Bakers wife. This isnt government. These are people that care, that are trying to give of themselves. The government has a role. It is to fully fund the McKinney Act. There are certain army bases that the act calls for that can be used in certain cases to shelter people when its rough. And so I think that were on the right track. I dont see this, incidentally, as a Democrat or a Republican or a liberal or conservative idea. I see an involvement by a thousand points of light. I see the funding that is required, and I hope the Congress will fully fund this bill. They gave it a great deal of conscience and a great deal of work. And were on the track on this one. But – and I, look, mental – that was a little overstated it. Id say around 30 percent. And I think maybe we could look back over our shoulders and wonder whether it was right to let all those mental patients out. Maybe we need to do a better job in mental clinics to help them. Because there is a major problem there. A lot of them are mentally sick. And weve got to attend to them. But fully, my short range answer is fully fund that McKinney Act.",Pres,1988,1988-09-25,1,What actions should be taken to address homelessness and support mental health services?,"Mr. Vice President, in a debate during the Republican primaries, you said most of the nations homeless are suffering from mental illness, an assertion immediately challenged by one of your rivals. Estimates of the homeless range from a low of 250, 000 by the government, to around three million, including working families and their children. What commitment are you willing to make tonight to this voiceless segment of our society?",0.82602024,0.911229,0.6878102,0.57917285
Michael Dukakis,"Well, I certainly hope not. And its all a question of what our priorities are. Mr. Bush talked about values. I agree with him. What are our values? Isnt providing housing for families of low and moderate income, isnt it making possible for young families, first time home buyers to own their own home some day something thats part of the American dream? I think so. You know, back after World War II when we had hundreds of thousands of GIs who came back from the war, we didnt sit around. We went out and built housing. The government was very much involved; so was the housing industry; so was the banking industry; so were housing advocates; so were non- profit agencies; so were governors and mayors and people all over this country who believe deeply in home ownership and affordable housing. Now, thats the kind of leadership that I want to provide as president of the United States. This isnt a question of a little charity for the homeless. This is a question of organizing the housing community. Ive talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington. Washington, by itself, cant do it all. We shouldnt expect that. But governors are ready; mayors are ready. Builders and community leaders are ready. It will require some funds, John. And we ought to be prepared to provide those funds. But that, too, will require some choices. Mr. Bush wants to spend billions and trillions on Star Wars. Well, thats a choice we have to make, isnt it? Do we spend money on that weapon system in the billions and trillions, or is providing some decent and affordable housing for families of this country something that is at least as important and probably more so. Because its so essential to our economic strength and to our future. Now, thats the kind of presidency I believe in. And simply to say, well, the McKinney bill will do it just doesnt do. We need a president who will lead on this issue, who has had experience on this issue. Its the kind of priority that will be at the top of our list beginning in January of 1989.",Pres,1988,1988-09-25,1,What should be the government's priorities in addressing affordable housing for low and moderate-income families?,"Governor, youve mentioned the American dream of home ownership, and its certainly become an impossible one for many of the young people of our nation who are caught up in this economic squeeze of the middle class, as youve said so frequently during the campaign. And yet in spite of your answer just a few minutes ago, what promise can you realistically hold out to these people that with the costs of housing going up, and with limited help available from Washington, are we destined to become a nation of renters?",0.77988744,0.9256523,0.7692849,0.4568436
