speaker,text,type,election_year,date,candidate,qud,question,similarity_cls,similarity_max,similarity_mean,similarity_sbert
Bill Clinton,"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives. That, to me, is the key. And that leads me to some different conclusions from Senator Dole. For example, we have reduced the size of the Federal government to its smallest size in 30 years. We reduced more regulations, eliminated more programs than my two Republican predecessors. But I have worked hard for things like the Family and Medical Leave Law, the Brady Bill, the assault weapons ban, the program to put 100, 000 police on the street. All of these are programs that Senator Dole opposed that I supported, because I felt they were a legitimate effort to help people make the most of their own lives. Ive worked hard to help families impart values to their own children. I supported the V- chip so that parents would be able to control what their kids watch on television when theyre young, along with the ratings systems for television and educational television. I supported strong action against the tobacco companies to stop the marketing, advertising, and sale of tobacco to young people. I supported a big increase in the safe and drug- free schools program. These were areas on which Senator Dole and I differed, but I believed they were the right areas for America to be acting together as one country to help individuals and families make the most of their own lives and raise their kids with good values and a good future.",Pres,1996,1996-10-06,1,What policies should the Federal government implement to empower individuals and families in improving their lives?,"Mr. President, first question. There is a major difference in your view of the role of the Federal government and that of Senator Dole. How would you define the difference?",0.8439669,0.9160015,0.7123883,0.27810794
Bob Dole,"Well, hes better off than he was four years ago.",Pres,1996,1996-10-06,1,What is the current situation of his financial or personal circumstances compared to four years ago?,"Senator Dole, the President said in his opening statement we are better off today than we were four years ago. Do you agree?",0.86880004,0.90660393,0.64150906,0.20564353
Bill Clinton,"Absolutely not. Lets look at the position. First of all, remember that in this campaign season, since Senator Doles been a candidate, he has bragged about the fact that he voted against Medicare in the beginning, in 1965, one of only 12 members. He said he did the right thing then, he knew it wouldnt work at the time. Thats what he said. Then his budget that he passed along with Speaker Gingrich cut Medicare $270 billion, more than was necessary to repair the Medicare trust fund. It would have charged seniors more for out- of- pocket costs as well as more in premiums because doctors could have charged them more. The American Medical, Hospital Association, the Nurses Association, the Catholic Hospital Association all said hundreds of hospitals could close and people would be hurt badly under the Dole- Gingrich Medicare plan that I vetoed. And now with this risky $550 billion tax scheme of Senator Doles, even his own friends, his campaign co- chair, Senator DAmato, says that they cant possibly pay for it without cutting Medicare more and cutting Social Security as well, according to him. Now, my balanced budget plan adds ten years to the life of the Medicare trust fund, ten years. And well have time to deal with the long- term problems of the baby boomers. But it was simply wrong to finance their last scheme to cut Medicare $270 billion to run the risk of it withering on the vine. We always had to reform it over the years, but we need somebody who believes it in to reform it.",Pres,1996,1996-10-06,1,What are the implications of Senator Dole's proposed budget and tax plan on Medicare and Social Security?,"Mr. President, Senator Dole has come pretty close in the last few days to accusing you of lying about his position on Medicare reform. Have you done so?",0.8871519,0.92823017,0.77866685,0.54370904
Bob Dole,"Well, the people need it, thats the point. This is not a Wall Street tax cut. This is a family tax cut. This is a Main Street tax cut, 15 percent across — lets take a family making $30, 000 a year, thats $1261. Now, maybe to some in this Bushnell Memorial that its not a lot of money, but people watching tonight with a couple of kids, a working family, thats four or five months of day care, maybe a personal computer; its may be three or four months of mortgage payments. This economic package is about families but its a six- point package. First of all, its a balanced budget amendment to the Constitution which President Clinton defeated. He twisted arms and got six Democrats to vote the other way, but we lost by one vote. Its balancing a budget by the year 2002. Its a tax cut, cutting capital gains 50 percent. So you can go out and create more jobs and more opportunities. Its a state tax relief. Its a $500 per child tax credit. Its about litigation reforms. Now that the President gets millions of dollars from the trial lawyers, he probably doesnt like this provision. In fact, when I fell off the podium in Chico, before I lit the ground, hit the ground I had call on my cell phone from a trial lawyer saying I think weve got a case here. And its also regulatory reform. Its a good package, Mr. President. Wed like to have your support.",Pres,1996,1996-10-06,1,What is included in the proposed economic package to support families and achieve a balanced budget?,"Senator Dole, speaking of your tax plan, do you still think thats a good idea, the 15 percent across the board tax cut?",0.8393847,0.9076096,0.75182164,0.2821346
Bill Clinton,"Well, I try to articulate my positions as clearly as possible, tell people what I stand for and let them decide whether theyre going to support me or not. The Senator mentioned the trial lawyers. In the case of the product liability bill, which they passed and I vetoed, I think thats what hes talking about, I actually wanted to sign that bill. And I told the people exactly what the Congress exactly what kind of bill I would sign. Now, a lot of the trial lawyers didnt want me to sign any bill at all, but I had thought we ought to do what we could to cut frivolous lawsuits, but they wouldnt make some of the changes that I thought should be made. Now, let me just give you an example. I had a person in the Oval Office who lost a child in a school bus accident where a drunk driver caused the accident directly, but there were problems with the school bus. The drunk driver had no money. Under the new bill, if I had signed it, a person like that could never have had any recovery. I thought that was wrong. So I gave four or five specific examples to the Congress and said, prove to me that these people could recover but were going to eliminate frivolous lawsuits, Ill sign the bill. But generally I believe that a president has to be willing to do what he thinks is right. Ive done a lot of things that were controversial. My economic plan, my trade position, Bosnia, Haiti, taking on the NRA for the first time, taking on the tobacco companies for the first time. Sometimes you just have to do that because you know its right for the country over the long run. Thats what Ive tried to do and thats what I will continue to do as president.",Pres,1996,1996-10-06,1,What is the speaker's approach to balancing the interests of trial lawyers with the need to reform product liability laws?,"Mr. President, the Senator mentioned trial lawyers and campaign, that means campaign financing. How do you personally avoid being unduly influenced by people who give you money or give you services in your campaigns?",0.82565975,0.91355574,0.7536869,0.45162994
Bob Dole,"I think its very difficult. Lets be honest about it. Thats why we need campaign finance reform. Thats why I reach out to the Perot voters. Weve done about all, we are the reform party, the Republican Party. And the Perot voters that are looking for a home ought to take a look at the Republican record. Whatever it is, whatever the checklist was in 92, its all done with campaign finance reform. I worked with Senator Mitchell, who played me, I guess, in the debate warmup. We tried six or eight years ago. He appointed three people, I appointed three people to get campaign finance reform. We couldnt get it done, because I wasnt enforceable. Youve suggested a commission, Newt Gingrich did, I suggested that at least four or five years ago. We have a commission on campaign finance reform. They send it to Congress, and we have to vote it up or down. Thats how it works. We are never going to fix it by the parties, because Democrats want a better advantage for themselves, we want a better advantage as Republicans, and thats not how its going to work. But I want to touch on this is tobacco thing. I know the Presidents been puffing a lot on that. But I want to go back to 1965. That was my first vote against tobacco companies when I said we ought to label cigarettes. And Ive had a consistent record ever since 1965. We passed a bill in 1992 that encouraged the states to adopt programs to stop kids from smoking. All 50 states did it. It took three and a half years. It wasnt until election year, Mr. President, that you ever thought about stopping smoking. What about drugs that have increased, doubled in the last 44 months? Cocaine is up 141 percent — marijuana, cocaine up 166 percent. It seems to me that you have a selective memory. You know, mine doesnt work that way. So I just want to try to correct it as we go along.",Pres,1996,1996-10-06,1,What is the importance of campaign finance reform in addressing political challenges and promoting accountability?,"Well, Senator Dole, let me ask you the same question I asked the President; How do you avoid being influenced by people who contribute money and services to your campaigns?",0.8350613,0.92470443,0.769052,0.47453982
Bill Clinton,"Well, Jim, I think every American in any position of responsibility should be concerned about whats happened. I am. But lets look at the overall record. Overall in America cocaine use has dropped 30 percent in the last four years, casual drug use down 13 percent. The tragedy is that our young people are still increasing their use of drugs up to about 11 percent total with marijuana, and I regret it. Let me tell you what I tried to do about it. I appointed a four- star general who led our efforts south of the border to keep drugs from coming into the country as our nations drug czar. The most heavily directed, decorated solder in uniform when he retired. We submitted the biggest drug budget ever. We have dramatically increased control and enforcement at the border. We supported a a crime bill that had 60 death penalties including, including the death penalty for drug kingpins. And I supported a big expansion in safe and drug- free schools program to support things like the DARE program because I thought all those things were very important. Do I think that I bear some responsibility for the fact that too many of our children still dont understand drugs are wrong, drugs can kill you. Even though I have consistently opposed the legalization of drugs all my public life and worked hard against them. I think we all do. And I hope we can do better. I dont think this issue should be politicized because my record is clear and I dont think Senator Dole supports using using drugs. I think we just have to continue to work on this until those who think it isnt dangerous and wont kill them and wont destroy their lives, get the message and change.",Pres,1996,1996-10-06,1,What actions has been taken to address the issue of drug use among young people in America?,"Mr. President, the Senator mentioned drugs. He suggested that you are — you bear some responsibility for the rise in drug use of teenagers in the United States. Is he right?",0.8786437,0.9273615,0.7956119,0.63930863
Bill Clinton,"If he, thats what he said, hes not right about that. Look at where we are today. The United States is still the indispensable nation in the aftermath of the Cold War and on the brink of the 21st Century. I have worked to support our country as the worlds strongest force for peace and freedom, prosperity and security. We have done the following things; Number one, weve managed the aftermath of the Cold War, supporting a big drop in nuclear weapons in Russia. The removal of Russian troops from the Baltics. The integration of Central and Eastern European democracies into a new partnership with NATO. And, I might add, with the democratic Russia. There are no nuclear missiles pointed at the children of the United States tonight and have not been in our administration for the first time since the dawn of the nuclear age. We have worked hard for peace and freedom. When I took office, Haiti was governed by a dictator that had defied the United States. When I took office, the worst war in Europe was waging in Bosnia. Now there is a the democratically elected president in Haiti. Peace in Bosnia. We just had the election there. Weve made progress in Northern Ireland, in the Middle East. Weve also stood up to the new threats of terrorism. The proliferation of weapons of mass destruction, organized crime, and we have worked hard to expand Americas economic presence around the world with the biggest increase in trade with the largest new number of trade agreements in history And thats one of the reasons America is number one in auto production again.",Pres,1996,1996-10-06,1,What achievements demonstrate the United States' role as the world's strongest force for peace and security in the aftermath of the Cold War?,"Mr. President, Senator Dole said the other day that you practiced a photo- op foreign policy that has lessened the credibility of the United States throughout the world. Is he wrong about that?",0.85272616,0.9216242,0.7403338,0.18077311
Bob Dole,"Well it, after World War I, we had, you know, a policy of disengagement. Then from World War I to World War II we had sort of a compulsory engagement policy. Now I think we have a selective engagement policy. We have to determine when our interests are involved, not the United Nations interests. And many of the things the President talked about, he turned over to the United Nations. They decided. Hes deployed more troops than any president in history around the world. Its cost us billions and billions of dollars for peace- keeping operations. Look these are facts. And it seems to me that when you make a decision, the decision is made by the President of the United States, by the Commander- in- Chief. He makes that decision when he commits young men or young women who are going to go round and defend our liberty and our freedom. That would be my position. Then Im going to have a top down review at the Pentagon, not a bottom up review. We all fight over how much money is there. I want a top down review to determine what our priorities are and what we should do in defense, and then follow that policy instead of this bottom up review with all the services fighting for the money. You know, the President said he was going to cut defense $60 billion, he cut defense $112 billion. Devastated states like California and others. And I think now weve got a problem. Weve got to go back and look. Its just like you said in Texas one day, you know raised taxes too much, and you did, and you cut defense too much, Mr. President, and you did. You may have said that, too. But the bottom line is, we are the strongest nation in the world. We provide the leadership and were going to have to continue to provide the leadership, but lets do it on our terms when our interests are involved and not when somebody blows the whistle at the United Nations.",Pres,1996,1996-10-06,1,What should be the United States' approach to military engagement and defense spending in relation to its national interests?,"Senator Dole, if elected president, what criteria would you use to decide when to send U. S. troops into harms way.",0.83944476,0.9171729,0.73587525,0.4033691
Bill Clinton,"Well, first of all, for the last four years we have worked had to put more and more pressure on the Castro government to bring about more openness and move toward democracy. In 1992, before I became President, the Congress passed the Cuba Democracy Act and I enforced it vigorously. We made the embargo tougher but we increased contacts people to people with the Cubans, including direct telephone service, which was largely supported by the Cuban- American community. Then Cuba shot down two of our planes and murdered four people in international air space. They were completely beyond the pale of the law, and I signed the Helms- Burton legislation. Senator Dole is correct. I did give about six months before the effective date of the act before lawsuits can actually be filed, even though theyre effective now, and can be legally binding, because I want to change Cuba. And the United States needs help from other countries. Nobody in the world agrees with our policy on Cuba now. But this law can be used as leverage to get other countries to help us to move Cuba to democracy. Every single country in Latin America, Central America and the Caribbean is a democracy tonight but Cuba. And if we stay firm and strong, we will be able to bring Cuba around as well.",Pres,1996,1996-10-06,1,What actions has the United States taken to promote democracy in Cuba and how do they plan to leverage international support?,"Mr. President, what is your attitude toward Cuba and how Cuba should be treated?",0.8942225,0.9220495,0.82225907,0.67320526
